"type","location_code","identity","name"
"WARD",28543,8070717,"Xã Nhị Bình"
"WARD",28546,8070719,"Xã Dưỡng Điềm"
"WARD",28549,8070721,"Xã Đông Hòa"
"WARD",28552,8070723,"Xã Long Định"
"WARD",28555,8070725,"Xã Hữu Đạo"
"WARD",28558,8070727,"Xã Long An"
"WARD",28561,8070729,"Xã Long Hưng"
"WARD",28564,8070731,"Xã Bình Trưng"
"WARD",28567,8070126,"Xã Phước Thạnh"
"WARD",28570,8070735,"Xã Thạnh Phú"
"WARD",28573,8070737,"Xã Bàn Long"
"WARD",28576,8070739,"Xã Vĩnh Kim"
"WARD",28579,8070741,"Xã Bình Đức"
"WARD",28582,8070743,"Xã Song Thuận"
"WARD",28585,8070745,"Xã Kim Sơn"
"WARD",28588,8070747,"Xã Phú Phong"
"WARD",28591,8070127,"Xã Thới Sơn"
"WARD",28594,8071101,"Thị trấn Chợ Gạo"
"WARD",28597,8071103,"Xã Trung Hòa"
"WARD",28600,8071105,"Xã Hòa Tịnh"
"WARD",28603,8071107,"Xã Mỹ Tịnh An"
"WARD",28606,8071109,"Xã Tân Bình Thạnh"
"WARD",28609,8071111,"Xã Phú Kiết"
"WARD",28612,8071113,"Xã Lương Hòa Lạc"
"WARD",28615,8071115,"Xã Thanh Bình"
"WARD",28618,8071117,"Xã Quơn Long"
"WARD",28621,8071119,"Xã Bình Phục Nhứt"
"WARD",28624,8071121,"Xã Đăng Hưng Phước"
"WARD",28627,8071123,"Xã Tân Thuận Bình"
"WARD",28630,8071125,"Xã Song Bình"
"WARD",28633,8071127,"Xã Bình Phan"
"WARD",28636,8071129,"Xã Long Bình Điền"
"WARD",28639,8071131,"Xã An Thạnh Thủy"
"WARD",28642,8071133,"Xã Xuân Đông"
"WARD",28645,8071135,"Xã Hòa Định"
"WARD",28648,8071137,"Xã Bình Ninh"
"WARD",28651,8071501,"Thị trấn Vĩnh Bình"
"WARD",28654,8071503,"Xã Đồng Sơn"
"WARD",28657,8071505,"Xã Bình Phú"
"WARD",28660,8071507,"Xã Đồng Thạnh"
"WARD",28663,8071509,"Xã Thành Công"
"WARD",28666,8071511,"Xã Bình Nhì"
"WARD",28669,8071513,"Xã Yên Luông"
"WARD",28672,8071515,"Xã Thạnh Trị"
"WARD",28675,8071517,"Xã Thạnh Nhựt"
"WARD",28678,8071519,"Xã Long Vĩnh"
"WARD",28681,8071521,"Xã Bình Tân"
"WARD",28684,8071523,"Xã Vĩnh Hựu"
"WARD",28687,8071525,"Xã Long Bình"
"WARD",28690,8071801,"Xã Tân Thới"
"WARD",28693,8071803,"Xã Tân Phú"
"WARD",28696,8071807,"Xã Phú Thạnh"
"WARD",28699,8071805,"Xã Tân Thạnh"
"WARD",28702,8071701,"Thị trấn Tân Hòa"
"WARD",28705,8071702,"Xã Tăng Hoà"
"WARD",28708,8070318,"Xã Bình Đông"
"WARD",28711,8071705,"Xã Tân Phước"
"WARD",28714,8071707,"Xã Gia Thuận"
"WARD",28717,8070319,"Xã Bình Xuân"
"WARD",28720,8071711,"Thị trấn Vàm Láng"
"WARD",28723,8071713,"Xã Tân Tây"
"WARD",28726,8071715,"Xã Kiểng Phước"
"WARD",28729,8070317,"Xã Tân Trung"
"WARD",28732,8071719,"Xã Tân Đông"
"WARD",28735,8071721,"Xã Bình Ân"
"WARD",28738,8071723,"Xã Tân Điền"
"WARD",28741,8071725,"Xã Bình Nghị"
"WARD",28744,8071727,"Xã Phước Trung"
"WARD",28747,8071729,"Xã Tân Thành"
"WARD",28750,8071809,"Xã Phú Đông"
"WARD",28753,8071811,"Xã Phú Tân"
"WARD",28756,8110117,"Phường Phú Khương"
"WARD",28757,8110130,"Phường Phú Tân"
"WARD",28759,8110115,"Phường 8"
"WARD",28762,8110111,"Phường 6"
"WARD",28765,8110107,"Phường 4"
"WARD",28768,8110109,"Phường 5"
"WARD",28780,8110113,"Phường 7"
"WARD",28783,8110119,"Xã Sơn Đông"
"WARD",28786,8110123,"Xã Phú Hưng"
"WARD",28789,8110121,"Xã Bình Phú"
"WARD",28792,8110127,"Xã Mỹ Thạnh An"
"WARD",28795,8110125,"Xã Nhơn Thạnh"
"WARD",28798,8110129,"Xã Phú Nhuận"
"DISTRICT",288,10701,"Thành phố Hải Dương"
"WARD",28801,8110301,"Thị trấn Châu Thành"
"WARD",28804,8110303,"Xã Tân Thạch"
"WARD",28807,8110339,"Xã Qưới Sơn"
"WARD",28810,8110305,"Xã An Khánh"
"WARD",28813,8110341,"Xã Giao Long"
"WARD",28816,8110343,"Xã Giao Hòa"
"WARD",28819,8110307,"Xã Phú Túc"
"WARD",28822,8110309,"Xã Phú Đức"
"WARD",28825,8110331,"Xã Phú An Hòa"
"WARD",28828,8110337,"Xã An Phước"
"WARD",28831,8110329,"Xã Tam Phước"
"WARD",28834,8110319,"Xã Thành Triệu"
"WARD",28837,8110321,"Xã Tường Đa"
"WARD",28840,8110311,"Xã Tân Phú"
"WARD",28843,8110317,"Xã Quới Thành"
"WARD",28846,8110335,"Xã Phước Thạnh"
"WARD",28849,8110345,"Xã An Hóa"
"WARD",28852,8110313,"Xã Tiên Long"
"WARD",28855,8110323,"Xã An Hiệp"
"WARD",28858,8110333,"Xã Hữu Định"
"WARD",28861,8110315,"Xã Tiên Thủy"
"WARD",28864,8110325,"Xã Sơn Hòa"
"WARD",28867,8110131,"Xã Mỹ Thành"
"WARD",28870,8110501,"Thị trấn Chợ Lách"
"WARD",28873,8110503,"Xã Phú Phụng"
"WARD",28876,8110507,"Xã Sơn Định"
"WARD",28879,8110505,"Xã Vĩnh Bình"
"WARD",28882,8110509,"Xã Hòa Nghĩa"
"WARD",28885,8110513,"Xã Long Thới"
"WARD",28888,8110517,"Xã Phú Sơn"
"WARD",28889,8110723,"Xã Phú Mỹ"
"WARD",28891,8110511,"Xã Tân Thiềng"
"WARD",28894,8110515,"Xã Vĩnh Thành"
"WARD",28897,8110519,"Xã Vĩnh Hòa"
"WARD",28900,8110521,"Xã Hưng Khánh Trung B"
"WARD",28901,8110722,"Xã Hưng Khánh Trung A"
"WARD",28903,8110201,"Thị trấn Mỏ Cày"
"WARD",28906,8110703,"Xã Thanh Tân"
"WARD",28909,8110705,"Xã Thạnh Ngãi"
"WARD",28912,8110709,"Xã Tân Phú Tây"
"WARD",28915,8110707,"Xã Phước Mỹ Trung"
"WARD",28918,8110711,"Xã Tân Thành Bình"
"WARD",28921,8110713,"Xã Thành An"
"WARD",28924,8110721,"Xã Hòa Lộc"
"WARD",28927,8110715,"Xã Tân Thanh Tây"
"WARD",28930,8110223,"Xã Định Thủy"
"WARD",28933,8110719,"Xã Tân Bình"
"WARD",28936,8110717,"Xã Nhuận Phú Tân"
"WARD",28939,8110231,"Xã Đa Phước Hội"
"WARD",28940,8110255,"Xã Tân Hội"
"WARD",28942,8110225,"Xã Phước Hiệp"
"WARD",28945,8110229,"Xã Bình Khánh Đông"
"WARD",28948,8110703,"Xã Thanh Tân"
"WARD",28951,8110235,"Xã An Thạnh"
"WARD",28954,8110227,"Xã Bình Khánh Tây"
"WARD",28957,8110243,"Xã An Định"
"WARD",28960,8110237,"Xã Thành Thới B"
"WARD",28963,8110245,"Xã Tân Trung"
"WARD",28966,8110241,"Xã An Thới"
"WARD",28969,8110239,"Xã Thành Thới A"
"WARD",28972,8110253,"Xã Minh Đức"
"WARD",28975,8110247,"Xã Ngãi Đăng"
"WARD",28978,8110249,"Xã Cẩm Sơn"
"WARD",28981,8110251,"Xã Hương Mỹ"
"WARD",28984,8110901,"Thị trấn Giồng Trôm"
"WARD",28987,8110903,"Xã Phong Nẫm"
"WARD",28990,8110905,"Xã Phong Mỹ"
"WARD",28993,8110907,"Xã Mỹ Thạnh"
"WARD",28996,8110925,"Xã Châu Hòa"
"WARD",28999,8110921,"Xã Lương Hòa"
"DISTRICT",290,10703,"Thị xã Chí Linh"
"WARD",29002,8110923,"Xã Lương Quới"
"WARD",29005,8110909,"Xã Lương Phú"
"WARD",29008,8110927,"Xã Châu Bình"
"WARD",29011,8110911,"Xã Thuận Điền"
"WARD",29014,8110913,"Xã Sơn Phú"
"WARD",29017,8110929,"Xã Bình Hoà"
"WARD",29020,8110915,"Xã Phước Long"
"WARD",29023,8110917,"Xã Hưng Phong"
"WARD",29026,8110919,"Xã Long Mỹ"
"WARD",29029,8110935,"Xã Tân Hào"
"WARD",29032,8110931,"Xã Bình Thành"
"WARD",29035,8110933,"Xã Tân Thanh"
"WARD",29038,8110937,"Xã Tân Lợi Thạnh"
"WARD",29041,8110939,"Xã Thạnh Phú Đông"
"WARD",29044,8110943,"Xã Hưng Nhượng"
"WARD",29047,8110941,"Xã Hưng Lễ"
"WARD",29050,8111101,"Thị trấn Bình Đại"
"WARD",29053,8111103,"Xã Tam Hiệp"
"WARD",29056,8111105,"Xã Long Định"
"WARD",29059,8111107,"Xã Long Hòa"
"WARD",29062,8111109,"Xã Phú Thuận"
"WARD",29065,8111113,"Xã Vang Quới Tây"
"WARD",29068,8111115,"Xã Vang Quới Đông"
"WARD",29071,8111111,"Xã Châu Hưng"
"WARD",29074,8111119,"Xã Phú Vang"
"WARD",29077,8111121,"Xã Lộc Thuận"
"WARD",29080,8111123,"Xã Định Trung"
"WARD",29083,8111117,"Xã Thới Lai"
"WARD",29086,8111127,"Xã Bình Thới"
"WARD",29089,8111125,"Xã Phú Long"
"WARD",29092,8111133,"Xã Bình Thắng"
"WARD",29095,8111129,"Xã Thạnh Trị"
"WARD",29098,8111131,"Xã Đại Hòa Lộc"
"DISTRICT",291,10705,"Huyện Nam Sách"
"WARD",29101,8111137,"Xã Thừa Đức"
"WARD",29104,8111135,"Xã Thạnh Phước"
"WARD",29107,8111139,"Xã Thới Thuận"
"WARD",29110,8111301,"Thị trấn Ba Tri"
"WARD",29113,8111304,"Xã Tân Mỹ"
"WARD",29116,8111305,"Xã Mỹ Hòa"
"WARD",29119,8111303,"Xã Tân Xuân"
"WARD",29122,8111307,"Xã Mỹ Chánh"
"WARD",29125,8111331,"Xã Bảo Thạnh"
"WARD",29128,8111313,"Xã An Phú Trung"
"WARD",29131,8111311,"Xã Mỹ Thạnh"
"WARD",29134,8111309,"Xã Mỹ Nhơn"
"WARD",29143,8111315,"Xã An Ngãi Trung"
"WARD",29146,8111325,"Xã Phú Lễ"
"WARD",29149,8111323,"Xã An Bình Tây"
"WARD",29152,8111333,"Xã Bảo Thuận"
"WARD",29155,8111317,"Xã Tân Hưng"
"WARD",29158,8111319,"Xã An Ngãi Tây"
"WARD",29161,8111321,"Xã An Hiệp"
"WARD",29164,8111337,"Xã Vĩnh Hòa"
"WARD",29167,8111335,"Xã Tân Thủy"
"WARD",29170,8111339,"Xã Vĩnh An"
"WARD",29173,8111341,"Xã An Đức"
"WARD",29176,8111343,"Xã An Hòa Tây"
"WARD",29179,8111345,"Xã An Thủy"
"WARD",29182,8111501,"Thị trấn Thạnh Phú"
"WARD",29185,8111503,"Xã Phú Khánh"
"WARD",29188,8111505,"Xã Đại Điền"
"WARD",29191,8111511,"Xã Quới Điền"
"WARD",29194,8111507,"Xã Tân Phong"
"WARD",29197,8111513,"Xã Mỹ Hưng"
"DISTRICT",292,10709,"Thị xã Kinh Môn"
"WARD",29200,8111519,"Xã An Thạnh"
"WARD",29203,8111509,"Xã Thới Thạnh"
"WARD",29206,8111515,"Xã Hòa Lợi"
"WARD",29209,8111523,"Xã An Điền"
"WARD",29212,8111517,"Xã Bình Thạnh"
"WARD",29215,8111521,"Xã An Thuận"
"WARD",29218,8111525,"Xã An Quy"
"WARD",29221,8111531,"Xã Thạnh Hải"
"WARD",29224,8111527,"Xã An Nhơn"
"WARD",29227,8111529,"Xã Giao Thạnh"
"WARD",29230,8111533,"Xã Thạnh Phong"
"WARD",29233,8111518,"Xã Mỹ An"
"WARD",29236,8170107,"Phường 4"
"WARD",29239,8170101,"Phường 1"
"WARD",29242,8170105,"Phường 3"
"WARD",29245,8170103,"Phường 2"
"WARD",29248,8170109,"Phường 5"
"WARD",29251,8170111,"Phường 6"
"WARD",29254,8170113,"Phường 7"
"WARD",29257,8170112,"Phường 8"
"WARD",29260,8170108,"Phường 9"
"WARD",29263,8170115,"Xã Long Đức"
"WARD",29266,8170301,"Thị trấn Càng Long"
"WARD",29269,8170303,"Xã Mỹ Cẩm"
"WARD",29272,8170304,"Xã An Trường A"
"WARD",29275,8170305,"Xã An Trường"
"WARD",29278,8170307,"Xã Huyền Hội"
"WARD",29281,8170309,"Xã Tân An"
"WARD",29284,8170311,"Xã Tân Bình"
"WARD",29287,8170313,"Xã Bình Phú"
"WARD",29290,8170315,"Xã Phương Thạnh"
"WARD",29293,8170318,"Xã Đại Phúc"
"WARD",29296,8170317,"Xã Đại Phước"
"WARD",29299,8170320,"Xã Nhị Long Phú"
"DISTRICT",293,10711,"Huyện Kim Thành"
"WARD",29302,8170319,"Xã Nhị Long"
"WARD",29305,8170321,"Xã Đức Mỹ"
"WARD",29308,8170701,"Thị trấn Cầu Kè"
"WARD",29311,8170703,"Xã Hòa Ân"
"WARD",29314,8170705,"Xã Châu Điền"
"WARD",29317,8170707,"Xã An Phú Tân"
"WARD",29320,8170708,"Xã Hoà Tân"
"WARD",29323,8170709,"Xã Ninh Thới"
"WARD",29326,8170711,"Xã Phong Phú"
"WARD",29329,8170713,"Xã Phong Thạnh"
"WARD",29332,8170715,"Xã Tam Ngãi"
"WARD",29335,8170717,"Xã Thông Hòa"
"WARD",29338,8170719,"Xã Thạnh Phú"
"WARD",29341,8170901,"Thị trấn Tiểu Cần"
"WARD",29344,8170903,"Thị trấn Cầu Quan"
"WARD",29347,8170905,"Xã Phú Cần"
"WARD",29350,8170907,"Xã Hiếu Tử"
"WARD",29353,8170909,"Xã Hiếu Trung"
"WARD",29356,8170911,"Xã Long Thới"
"WARD",29359,8170913,"Xã Hùng Hòa"
"WARD",29362,8170914,"Xã Tân Hùng"
"WARD",29365,8170915,"Xã Tập Ngãi"
"WARD",29368,8170917,"Xã Ngãi Hùng"
"WARD",29371,8170919,"Xã Tân Hòa"
"WARD",29374,8170501,"Thị trấn Châu Thành"
"WARD",29377,8170503,"Xã Đa Lộc"
"WARD",29380,8170504,"Xã Mỹ Chánh"
"WARD",29383,8170505,"Xã Thanh Mỹ"
"WARD",29386,8170508,"Xã Lương Hoà A"
"WARD",29389,8170507,"Xã Lương Hòa"
"WARD",29392,8170509,"Xã Song Lộc"
"WARD",29395,8170511,"Xã Nguyệt Hoá"
"WARD",29398,8170513,"Xã Hòa Thuận"
"DISTRICT",294,10707,"Huyện Thanh Hà"
"WARD",29401,8170515,"Xã Hòa Lợi"
"WARD",29404,8170517,"Xã Phước Hảo"
"WARD",29407,8170519,"Xã Hưng Mỹ"
"WARD",29410,8170521,"Xã Hòa Minh"
"WARD",29413,8170523,"Xã Long Hòa"
"WARD",29416,8171101,"Thị trấn Cầu Ngang"
"WARD",29419,8171103,"Thị trấn Mỹ Long"
"WARD",29422,8171105,"Xã Mỹ Long Bắc"
"WARD",29425,8171106,"Xã Mỹ Long Nam"
"WARD",29428,8171107,"Xã Mỹ Hòa"
"WARD",29431,8171109,"Xã Vĩnh Kim"
"WARD",29434,8171111,"Xã Kim Hòa"
"WARD",29437,8171113,"Xã Hiệp Hòa"
"WARD",29440,8171115,"Xã Thuận Hòa"
"WARD",29443,8171117,"Xã Long Sơn"
"WARD",29446,8171119,"Xã Nhị Trường"
"WARD",29449,8171121,"Xã Trường Thọ"
"WARD",29452,8171124,"Xã Hiệp Mỹ Đông"
"WARD",29455,8171123,"Xã Hiệp Mỹ Tây"
"WARD",29458,8171125,"Xã Thạnh Hòa Sơn"
"WARD",29461,8171301,"Thị trấn Trà Cú"
"WARD",29462,8171318,"Xã Định An"
"WARD",29464,8171303,"Xã Phước Hưng"
"WARD",29467,8171305,"Xã Tập Sơn"
"WARD",29470,8171306,"Xã Tân Sơn"
"WARD",29473,8171307,"Xã An Quảng Hữu"
"WARD",29476,8171309,"Xã Lưu Nghiệp Anh"
"WARD",29479,8171311,"Xã Ngãi Xuyên"
"WARD",29482,8171314,"Xã Kim Sơn"
"WARD",29485,8171313,"Xã Thanh Sơn"
"WARD",29488,8171315,"Xã Hàm Giang"
"WARD",29489,8171316,"Xã Hàm Tân"
"WARD",29491,8171317,"Xã Đại An"
"WARD",29494,8171318,"Xã Định An"
"WARD",29497,8171530,"Xã Đôn Xuân"
"DISTRICT",295,10717,"Huyện Cẩm Giàng"
"WARD",29500,8171521,"Xã Đôn Châu"
"WARD",29503,8171323,"Xã Ngọc Biên"
"WARD",29506,8171325,"Xã Long Hiệp"
"WARD",29509,8171327,"Xã Tân Hiệp"
"WARD",29512,8171501,"Phường 1"
"WARD",29513,8171520,"Thị trấn Long Thành"
"WARD",29515,8171503,"Xã Long Toàn"
"WARD",29516,81715301,"Phường 2"
"WARD",29518,8171505,"Xã Long Hữu"
"WARD",29521,8171507,"Xã Long Khánh"
"WARD",29524,8171509,"Xã Dân Thành"
"WARD",29527,8171511,"Xã Trường Long Hòa"
"WARD",29530,8171513,"Xã Ngũ Lạc"
"WARD",29533,8171515,"Xã Long Vĩnh"
"WARD",29536,8171517,"Xã Đông Hải"
"WARD",29539,8171519,"Xã Hiệp Thạnh"
"WARD",29542,8090113,"Phường 9"
"WARD",29545,8090109,"Phường 5"
"WARD",29548,8090101,"Phường 1"
"WARD",29551,8090103,"Phường 2"
"WARD",29554,8090107,"Phường 4"
"WARD",29557,8090105,"Phường 3"
"WARD",29560,8090111,"Phường 8"
"WARD",29563,8090117,"Xã Tân Ngãi"
"WARD",29566,8090119,"Xã Tân Hòa"
"WARD",29569,8090121,"Xã Tân Hội"
"WARD",29572,8090115,"Xã Trường An"
"WARD",29575,8090301,"Thị trấn Long Hồ"
"WARD",29578,8090303,"Xã Đồng Phú"
"WARD",29581,8090307,"Xã Bình Hòa Phước"
"WARD",29584,8090305,"Xã Hòa Ninh"
"WARD",29587,8090309,"Xã An Bình"
"WARD",29590,8090311,"Xã Thanh Đức"
"WARD",29593,8090313,"Xã Tân Hạnh"
"WARD",29596,8090317,"Xã Phước Hậu"
"WARD",29599,8090315,"Xã Long Phước"
"DISTRICT",296,10719,"Huyện Bình Giang"
"WARD",29602,8090321,"Xã Phú Đức"
"WARD",29605,8090319,"Xã Lộc Hòa"
"WARD",29608,8090329,"Xã Long An"
"WARD",29611,8090325,"Xã Phú Quới"
"WARD",29614,8090323,"Xã Thạnh Quới"
"WARD",29617,8090327,"Xã Hòa Phú"
"WARD",29620,8090501,"Thị trấn Cái Nhum"
"WARD",29623,8090503,"Xã Mỹ An"
"WARD",29626,8090513,"Xã Mỹ Phước"
"WARD",29629,8090517,"Xã An Phước"
"WARD",29632,8090511,"Xã Nhơn Phú"
"WARD",29635,8090505,"Xã Long Mỹ"
"WARD",29638,8090507,"Xã Hòa Tịnh"
"WARD",29641,8090515,"Xã Chánh Hội"
"WARD",29644,8090509,"Xã Bình Phước"
"WARD",29647,8090519,"Xã Chánh An"
"WARD",29650,8090523,"Xã Tân An Hội"
"WARD",29653,8090521,"Xã Tân Long"
"WARD",29656,8090525,"Xã Tân Long Hội"
"WARD",29659,8091301,"Thị trấn Vũng Liêm"
"WARD",29662,8091303,"Xã Tân Quới Trung"
"WARD",29665,8091307,"Xã Quới Thiện"
"WARD",29668,8091305,"Xã Quới An"
"WARD",29671,8091309,"Xã Trung Chánh"
"WARD",29674,8091317,"Xã Tân An Luông"
"WARD",29677,8091313,"Xã Thanh Bình"
"WARD",29680,8091315,"Xã Trung Thành Tây"
"WARD",29683,8091311,"Xã Trung Hiệp"
"WARD",29686,8091319,"Xã Hiếu Phụng"
"WARD",29689,8091321,"Xã Trung Thành Đông"
"WARD",29692,8091325,"Xã Trung Thành"
"WARD",29695,8091323,"Xã Trung Hiếu"
"WARD",29698,8091327,"Xã Trung Ngãi"
"DISTRICT",297,10713,"Huyện Gia Lộc"
"WARD",29701,8091331,"Xã Hiếu Thuận"
"WARD",29704,8091329,"Xã Trung Nghĩa"
"WARD",29707,8091335,"Xã Trung An"
"WARD",29710,8091333,"Xã Hiếu Nhơn"
"WARD",29713,8091337,"Xã Hiếu Thành"
"WARD",29716,8091339,"Xã Hiếu Nghĩa"
"WARD",29719,8090901,"Thị trấn Tam Bình"
"WARD",29722,8090905,"Xã Tân Lộc"
"WARD",29725,8090917,"Xã Phú Thịnh"
"WARD",29728,8090909,"Xã Hậu Lộc"
"WARD",29731,8090903,"Xã Hòa Thạnh"
"WARD",29734,8090911,"Xã Hoà Lộc"
"WARD",29737,8090913,"Xã Phú Lộc"
"WARD",29740,8090919,"Xã Song Phú"
"WARD",29743,8090907,"Xã Hòa Hiệp"
"WARD",29746,8090915,"Xã Mỹ Lộc"
"WARD",29749,8090925,"Xã Tân Phú"
"WARD",29752,8090927,"Xã Long Phú"
"WARD",29755,8090921,"Xã Mỹ Thạnh Trung"
"WARD",29758,8090923,"Xã Tường Lộc"
"WARD",29761,8090929,"Xã Loan Mỹ"
"WARD",29764,8090931,"Xã Ngãi Tứ"
"WARD",29767,8090933,"Xã Bình Ninh"
"WARD",29770,8090701,"Phường Cái Vồn"
"WARD",29771,8090737,"Phường Thành Phước"
"WARD",29773,8090809,"Xã Tân Hưng"
"WARD",29776,8090805,"Xã Tân Thành"
"WARD",29779,8090807,"Xã Thành Trung"
"WARD",29782,8090823,"Xã Tân An Thạnh"
"WARD",29785,8090821,"Xã Tân Lược"
"WARD",29788,8090803,"Xã Nguyễn Văn Thảnh"
"WARD",29791,8090817,"Xã Thành Đông"
"WARD",29794,8090811,"Xã Mỹ Thuận"
"WARD",29797,8090829,"Xã Tân Bình"
"DISTRICT",298,10715,"Huyện Tứ Kỳ"
"WARD",29800,8090825,"Xã Thành Lợi"
"WARD",29803,8090827,"Xã Tân Quới"
"WARD",29806,8090713,"Xã Thuận An"
"WARD",29809,8090715,"Xã Đông Thạnh"
"WARD",29812,8090719,"Xã Đông Bình"
"WARD",29813,8090735,"Phường Đông Thuận"
"WARD",29815,8090733,"Xã Mỹ Hòa"
"WARD",29818,8090715,"Xã Đông Thạnh"
"WARD",29821,8091101,"Thị trấn Trà Ôn"
"WARD",29824,8091103,"Xã Xuân Hiệp"
"WARD",29827,8091107,"Xã Nhơn Bình"
"WARD",29830,8091105,"Xã Hòa Bình"
"WARD",29833,8091109,"Xã Thới Hòa"
"WARD",29836,8091115,"Xã Trà Côn"
"WARD",29839,8091121,"Xã Tân Mỹ"
"WARD",29842,8091111,"Xã Hựu Thành"
"WARD",29845,8091117,"Xã Vĩnh Xuân"
"WARD",29848,8091113,"Xã Thuận Thới"
"WARD",29851,8091127,"Xã Phú Thành"
"WARD",29854,8091119,"Xã Thiện Mỹ"
"WARD",29860,8091123,"Xã Tích Thiện"
"WARD",29863,8030111,"Phường 11"
"WARD",29866,8030101,"Phường 1"
"WARD",29869,8030103,"Phường 2"
"WARD",29872,8030107,"Phường 4"
"WARD",29875,8030105,"Phường 3"
"WARD",29878,8030109,"Phường 6"
"WARD",29881,8030113,"Xã Mỹ Ngãi"
"WARD",29884,8030115,"Xã Mỹ Tân"
"WARD",29887,8030117,"Xã Mỹ Trà"
"WARD",29888,8030118,"Phường Mỹ Phú"
"WARD",29890,8030123,"Xã Tân Thuận Tây"
"WARD",29892,8030120,"Phường Hòa Thuận"
"WARD",29893,8030119,"Xã Hòa An"
"WARD",29896,8030121,"Xã Tân Thuận Đông"
"WARD",29899,8030125,"Xã Tịnh Thới"
"DISTRICT",299,10723,"Huyện Ninh Giang"
"WARD",29902,8030305,"Phường 3"
"WARD",29905,8030301,"Phường 1"
"WARD",29908,8030307,"Phường 4"
"WARD",29911,8030303,"Phường 2"
"WARD",29914,8030309,"Xã Tân Khánh Đông"
"WARD",29917,8030313,"Phường Tân Quy Đông"
"WARD",29919,8030316,"Phường An Hòa"
"WARD",29920,8030315,"Xã Tân Quy Tây"
"WARD",29923,8030311,"Xã Tân Phú Đông"
"WARD",29926,8030501,"Thị trấn Sa Rài"
"WARD",29929,8030505,"Xã Tân Hộ Cơ"
"WARD",29932,8030507,"Xã Thông Bình"
"WARD",29935,8030503,"Xã Bình Phú"
"WARD",29938,8030509,"Xã Tân Thành A"
"WARD",29941,8030511,"Xã Tân Thành B"
"WARD",29944,8030513,"Xã Tân Phước"
"WARD",29947,8030517,"Xã Tân Công Chí"
"WARD",29950,8030515,"Xã An Phước"
"WARD",29954,8030801,"Phường An Lộc"
"WARD",29955,8030803,"Phường An Thạnh"
"WARD",29956,8030713,"Xã Thường Phước 1"
"WARD",29959,8030809,"Xã Bình Thạnh"
"WARD",29962,8030721,"Xã Thường Thới Hậu A"
"WARD",29965,8030807,"Xã Tân Hội"
"WARD",29968,8030723,"Xã Thường Thới Hậu B"
"WARD",29971,8030717,"Xã Thường Thới Tiền"
"WARD",29974,8030715,"Xã Thường Phước 2"
"WARD",29977,8030719,"Xã Thường Lạc"
"WARD",29978,8030805,"Phường An Lạc"
"WARD",29980,8030703,"Xã Long Khánh A"
"WARD",29983,8030705,"Xã Long Khánh B"
"WARD",29986,8030811,"Xã An Bình B"
"WARD",29989,8030813,"Xã An Bình A"
"WARD",29992,8030711,"Xã Long Thuận"
"WARD",29995,8030709,"Xã Phú Thuận B"
"WARD",29998,8030707,"Xã Phú Thuận A"
"PROVINCE",30,107,"Hải Dương"
"DISTRICT",300,10721,"Huyện Thanh Miện"
"WARD",30001,8030901,"Thị trấn Tràm Chim"
"WARD",30004,8030923,"Xã Hoà Bình"
"WARD",30007,8030915,"Xã Tân Công Sính"
"WARD",30010,8030921,"Xã Phú Hiệp"
"WARD",30013,8030919,"Xã Phú Đức"
"WARD",30016,8030911,"Xã Phú Thành B"
"WARD",30019,8030903,"Xã An Hòa"
"WARD",30022,8030905,"Xã An Long"
"WARD",30025,8030917,"Xã Phú Cường"
"WARD",30028,8030907,"Xã Phú Ninh"
"WARD",30031,8030913,"Xã Phú Thọ"
"WARD",30034,8030909,"Xã Phú Thành A"
"WARD",30037,8031301,"Thị trấn Mỹ An"
"WARD",30040,8031325,"Xã Thạnh Lợi"
"WARD",30043,8031303,"Xã Hưng Thạnh"
"WARD",30046,8031305,"Xã Trường Xuân"
"WARD",30049,8031309,"Xã Tân Kiều"
"WARD",30052,8031307,"Xã Mỹ Hòa"
"WARD",30055,8031319,"Xã Mỹ Quý"
"WARD",30058,8031321,"Xã Mỹ Đông"
"WARD",30061,8031311,"Xã Đốc Binh Kiều"
"WARD",30064,8031301,"Thị trấn Mỹ An"
"WARD",30067,8031315,"Xã Phú Điền"
"WARD",30070,8031323,"Xã Láng Biển"
"WARD",30073,8031317,"Xã Thanh Mỹ"
"WARD",30076,8031501,"Thị trấn Mỹ Thọ"
"WARD",30079,8031535,"Xã Gáo Giồng"
"WARD",30082,8031531,"Xã Phương Thịnh"
"WARD",30085,8031529,"Xã Ba Sao"
"WARD",30088,8031503,"Xã Phong Mỹ"
"WARD",30091,8031505,"Xã Tân Nghĩa"
"WARD",30094,8031507,"Xã Phương Trà"
"WARD",30097,8031511,"Xã Nhị Mỹ"
"WARD",30100,8031501,"Thị trấn Mỹ Thọ"
"WARD",30103,8031533,"Xã Tân Hội Trung"
"WARD",30106,8031509,"Xã An Bình"
"WARD",30109,8031515,"Xã Mỹ Hội"
"WARD",30112,8031527,"Xã Mỹ Hiệp"
"WARD",30115,8031525,"Xã Mỹ Long"
"WARD",30118,8031519,"Xã Bình Hàng Trung"
"WARD",30121,8031517,"Xã Mỹ Xương"
"WARD",30124,8031521,"Xã Bình Hàng Tây"
"WARD",30127,8031523,"Xã Bình Thạnh"
"WARD",30130,8031101,"Thị trấn Thanh Bình"
"WARD",30133,8031119,"Xã Tân Quới"
"WARD",30136,8031121,"Xã Tân Hòa"
